Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Population,GDP,Energy Consumption,Energy Exports,Energy Imports,CO2 Emissions,Renewable Energy Jobs,Government Policies,R&D Expenditure,Renewable Energy Targets,Average Annual Temperature,Annual Rainfall,Solar Irradiance,Wind Speed,Hydro Potential,Geothermal Potential,Biomass Availability,Energy Storage Capacity,Grid Integration Capability,Electricity Prices,Energy Subsidies,International Aid for Renewables,Public Awareness,Energy Efficiency Programs,Urbanization Rate,Industrialization Rate,Energy Market Liberalization,Renewable Energy Patents,Educational Level,Technology Transfer Agreements,Renewable Energy Education Programs,Local Manufacturing Capacity,Import Tariffs on Energy Equipment,Export Incentives for Energy Equipment,Natural Disasters,Political Stability,Corruption Perception Index,Regulatory Quality,Rule of Law,Control of Corruption,Economic Freedom Index,Ease of Doing Business,Innovation Index,Number of Research Institutions,Number of Renewable Energy Conferences,Number of Renewable Energy Publications,Energy Sector Workforce,Proportion of Energy from Renewables,Public-Private Partnerships in Energy,Regional Renewable Energy Cooperation
Canada,2016,Wind,81887.1805031891,37628.79424053729,2765592964.337532,204020725,111465747153483.69,968117.9251455986,61955.29899135482,51087.09485675632,381278.55919787,266852,0,7779301803.9284115,0,18.281074728323496,2748.89804042916,138.13630722984072,9.935464026897485,21.994553835456887,85.59929134810127,37.6190257127601,912.94928781672,0.3571424068812778,0.128735428858359,889455628.7838256,373151377.1175037,7.211506022432024,0,72.6309086887927,33.267323267184935,0,562,3.274083897875062,1,0,68.36773611193823,42.63777300149594,69.62212853525571,1,0.3077371574234799,6.177712830592848,6.893219626130672,1.8648180252051336,7.056889599699124,41.15933511395527,24.742691590141995,97.08366505584232,149,44,6523,842028,49.9351571836912,0,0
France,2009,Wind,94101.54654452772,35791.70968707752,9337089526.094875,766981955,199922253361572.9,196749.6549270668,71149.83617312199,78277.62174851703,386000.594908617,448018,0,8272654438.329943,1,37.47537024064149,347.52432018620993,154.11565243825817,14.630153435914506,7.946820263821818,34.149815188492525,85.26414168100408,11.540814482489818,0.4081950538537655,0.0897850627810226,184310010.8496999,724371505.1292017,6.463426837685386,0,42.614064404137565,32.34574472494606,0,847,6.27606652813098,0,1,19.76249407480236,79.58436921050976,1.1772577964082709,1,7.848923451574336,2.7510419429696933,3.5299186719674704,6.0967489126469046,4.212456152615875,50.75945922073784,61.7681180547632,77.85518428828075,729,83,1496,307314,78.79244929711719,0,1
USA,2009,Geothermal,57698.95682995325,33929.81742707725,3267797743.6000934,1184550241,84447506039244.94,609966.876079335,80360.45365422683,93384.79638878902,374895.1103527864,652235,0,5409351455.745931,0,21.441859571112328,1088.9960046561034,131.37781351485822,5.867388947966686,27.31866089351597,62.624891036606286,97.3901203637114,769.3139119420802,0.7406219596832263,0.2341465674853169,366849868.7965124,439890580.1600761,6.529108565662555,1,19.983944555960043,34.79318985744243,0,688,3.1878009115480213,1,1,85.67103004215609,79.4627529713964,44.29953995294246,1,9.745695216439582,7.693954783041449,0.2642153196603825,7.0478124392975445,5.059822926503572,74.08140317585679,52.08172823806305,42.62947745317932,155,72,6289,363951,59.158503456173705,1,0
Brazil,2007,Biomass,13367.776888867122,26336.335528238917,1983818321.6968336,1369553163,47693361017827.61,47406.60740317664,11520.973136895218,64683.46669226651,553351.5937530345,155235,0,7899321909.069382,0,-5.817162415988117,1128.716827177903,282.34207255879016,5.1521061944551,21.89249588688844,0.559676931562958,85.89229054014922,52.35608300040643,0.712514273717921,0.1469088202662531,740437183.2429675,159470101.01749063,6.157062653450285,0,75.56459501127806,28.715696946002133,0,160,7.337288790122821,1,1,72.8626743214945,20.26881431850144,57.96540856130081,0,7.951121286226596,3.1605113685018598,0.9324667109913054,0.2394884664662322,4.499613928040178,53.75897224940484,61.386251766591606,1.727994730122462,283,82,7216,457319,86.55768279294477,1,1
Australia,2006,Hydro,6177.702872842475,415.3914774854011,4601006767.543744,156953304,16146004062009.97,697190.3523969825,26773.81286491111,14747.022627428456,224448.9144998694,731293,1,2596564894.952659,0,24.2695604283796,1295.4305334701814,123.37103727250556,3.2909539937373893,24.2436838374241,72.5722212440696,12.30450038787908,473.3464955867605,0.0503890473500949,0.453271351990836,45706025.02252589,736939738.5656146,4.072377478921002,0,88.28584589263643,2.586873617189001,0,536,8.586480118931274,0,0,49.54424459936764,47.71705805706804,40.79485551312552,0,3.040748996333158,6.15663132900377,9.005921035327743,2.5167024869390966,7.367992665233229,3.1060024570475187,64.89229369507218,7.381350745380133,459,82,6126,668159,72.09016972155142,1,0
Brazil,2019,Hydro,57680.76204460669,11567.098183647518,3054934449.9046006,132376797,144461208330847.53,112386.2203593494,27175.25838045606,93601.35695177648,18326.61694636681,530583,0,218715389.9336586,1,1.5234475285402542,878.5822389395713,239.35220501463996,8.82414352278338,37.79786739749096,71.0617223802667,73.7358697139749,861.9497750472284,0.8391657941488015,0.2473968829327118,233524823.1528657,806342406.9447873,4.159948507622401,1,98.0628847363368,0.2777952673982842,1,561,4.4592335165914045,0,1,29.957318111510567,73.47781532938973,44.62513698624157,0,4.636194633543168,2.395355938677306,9.060400503765326,6.355425314368178,0.4206190488459371,9.568757895498416,83.35846124995969,85.35202890710848,911,89,2151,529706,31.546553951304254,0,1
India,2020,Wind,32402.345444042767,37844.9967788885,4334649785.1731,131637501,192584813010940.0,200105.4696174388,33584.23149640734,98157.77836577767,185998.084984584,841778,0,2328925401.432996,1,8.205320601983349,685.4822379049997,209.35463088613028,10.085162250479728,11.493599867060976,84.83749746097327,63.59144713351551,764.0821988590752,0.4774480788278914,0.1083021146570067,406385320.32084745,761866721.0695001,2.9973072986295826,1,89.96493573478187,1.2372274873163724,0,482,9.346953717139602,0,1,17.338955196277162,46.5605922993229,63.93451106374596,0,3.010089432676044,9.082391520747704,2.6510845376786407,4.127527074770516,7.835646293255777,57.3339886806768,70.30323581122936,66.6493230758336,716,54,9488,151344,62.349634209670334,0,0
India,2008,Biomass,97547.27311226554,43844.39610905955,563619986.5582366,1221334339,188112297725054.9,531743.9308009276,82928.27355409753,54391.32387912175,412930.30389778217,240422,1,7344700506.661603,1,-2.932704503398289,2881.812085454303,244.67376694310423,5.584180067085473,86.81532263090509,62.69007251979614,68.78790350778802,680.9798066180157,0.3499284587716164,0.4109619139324946,129898295.1850755,388142049.5634849,4.160071349829125,0,27.48889991564296,69.6567484106555,0,83,2.0154343493227653,0,0,62.97945955898436,43.9506054433304,50.89920246088381,0,9.505155007256128,3.9001429769927674,4.011128482148808,3.0952724495966253,1.1911784476739606,48.0519236286855,7.513928856875751,90.06168551992769,51,83,9305,711314,74.03087148870799,0,0
France,2006,Hydro,55219.31754137116,39942.116670107,205998909.0414716,1485530360,114292345544323.77,550744.0715646965,78969.85189461525,21164.70089498413,736212.1682279864,36618,1,5195977475.894645,0,7.420240056258045,1638.0170700057822,206.8097524274033,12.461743020056131,51.20546735026095,20.78367426280504,30.40170096728407,49.18169218784086,0.3669514142012893,0.3892806040379404,481798639.70284086,883540776.3579726,2.052738662600357,0,91.41143275346928,55.94195601530205,1,656,8.610587361246205,1,0,66.64808761127735,44.54461740880239,46.11014892189632,1,0.2509044951167083,7.063931056707133,1.7371119261608992,3.387254353647886,7.788902990961292,98.5147306757768,16.063272568648923,10.41833798355266,466,14,6341,333902,39.497495466780485,1,0
Russia,2016,Geothermal,50192.77154624832,48346.58085051293,7662453710.135658,926122343,106500403338438.5,335259.7810806709,29741.882534384848,37981.84265785528,889231.1943671809,781323,0,2903915387.5465016,0,7.050862700052903,2780.0426044292235,113.64195768452213,10.053843785855602,90.88578844461436,65.05372571333258,25.495508197363705,971.1482277571388,0.3073685487305123,0.2455146199963536,383895244.4744796,589019157.221658,1.4584268259332125,1,47.37814847049496,59.84707277905641,1,548,6.4256679847376175,0,0,32.37244144813744,66.46628901457521,22.25394441769449,1,3.799054418166044,8.176746028640094,6.232586968044695,8.617966372749786,1.6018455867879744,57.06066276318084,94.30460046464462,21.86791541379648,555,40,7428,236068,8.680797089148628,1,0
Brazil,2005,Geothermal,36779.20560522205,34042.97955965882,4585746078.822515,11242891,42682244170035.89,694173.9315422204,67959.41807852527,40079.87490072143,634514.8048289577,505600,0,2398936609.806645,0,20.430253248751736,2741.461101189881,184.5093169672049,8.460809972796502,25.43069797340816,10.136627009811306,64.3036212857369,565.1873990446295,0.8031765331735966,0.2111890792507108,699099522.3895257,70924221.25671169,6.877467231453461,1,12.792057498150122,63.95712586467576,0,343,1.4587646025832546,0,0,30.29992496471672,59.90255224545561,13.031306021825028,1,7.140657199651585,8.687402182110363,1.7745845301903007,0.796078280255077,0.6326330480954201,33.426094416162336,41.912509857774,62.38276920954492,939,30,109,787801,36.55409611392319,1,0
Canada,2000,Biomass,68311.05244536398,10977.911444174862,9991732664.865376,981629733,34323946425333.44,314518.04132740165,39639.61575262877,22277.81976918946,394889.84809670586,346270,0,8761733812.25971,1,37.81789777506245,1968.563484182,168.96556215611744,6.946256972278426,22.832277905718524,69.10570001669923,6.225721196396938,121.41122660854408,0.6625270930513221,0.3196926510495806,742815037.1514271,511987293.7666215,9.005189979771096,1,99.86829146863828,79.52691345413139,0,808,8.576577959452587,0,1,88.62360982953314,13.537796581135208,98.541124234266,0,2.409559061936012,2.9092165725905894,5.324417577051986,2.266029438280537,4.5203033152982215,64.02614227967766,99.02053086875226,5.042852613713489,513,61,4590,812523,90.02745059176279,1,0
USA,2022,Solar,45342.802053879765,39612.4961467574,8850473165.090553,721221469,150385909269406.16,365414.6305442109,38887.59054390287,67281.07324182565,464945.441384421,122513,0,5705807269.111413,0,2.7956706042497927,1107.4149573171385,137.9355036713531,12.103988830006768,49.20751044005654,22.14367999316561,71.7824797237794,31.06059254700843,0.9519574234034504,0.1212587655859164,89849361.84913123,189521409.43754816,9.180574919864933,1,4.824499263185011,84.65587215804644,1,655,2.7747926746424314,1,1,20.190466248220503,38.59108833052453,49.17210684859191,0,3.44458070947969,9.105910153624324,8.335072903348093,7.471588606759536,6.318429179987126,62.05389176029168,18.459079603564245,95.66125104947338,44,13,1338,458680,95.10683318480476,0,0
USA,2015,Biomass,35189.769727699546,9934.881698680412,2289118736.264859,1072304517,130657576340620.69,114144.59149207904,77191.13707775337,55776.63446215103,113708.72199285144,631188,0,6982729138.242692,1,4.940488647382576,2538.514290189733,190.78792012153775,1.7202078041918378,82.67998811047651,95.38913038255214,82.23652297224122,146.80552371580706,0.2595353982662423,0.4224020040681643,5045555.194607452,196022058.69772428,5.137470626711674,1,19.82156630746307,79.19210657849237,1,877,9.39442223126736,0,0,18.41348199024496,92.94153561905716,28.479285241354425,0,8.210951087382426,6.22303599740611,7.632485470270832,3.9886290457956255,2.172176615267352,97.39732533023844,76.17991296060174,27.55314410125781,166,30,8015,453740,74.82902860999383,0,1
USA,2015,Biomass,38385.86863501705,38235.02439451243,2436056928.19273,98139222,152210736636406.6,21714.06979978176,38041.26710460088,22050.826780585605,541315.7982525881,268257,1,347948431.1885423,0,31.2604573620854,2121.1680325284897,155.28994609704557,5.468973603860566,26.138049311736232,44.00058208017518,67.8066282765209,563.8786640097226,0.8927146814185676,0.0838019375274508,751239901.8239051,937692174.6686964,3.2386850988117044,1,9.160669701668024,75.05402024342764,1,266,3.482896505872275,0,1,86.48955367221414,16.368005782400807,8.97570433394639,0,5.604741321504293,1.9198600543730329,4.743505677680526,3.766111898863623,7.106302934156313,86.2456581779467,2.2017714118193754,29.85917741612387,262,27,5344,234385,97.42788091303464,0,0
USA,2020,Hydro,69297.13330270408,8736.70144921639,4704100226.036618,1453922809,198318356547119.88,61540.364798185736,55884.87237054718,12234.470219065974,303192.6980068916,924792,1,9060519734.718952,1,18.17776251907237,2867.901796049081,235.23081956437545,14.40069577457036,5.222308167950773,24.7374508412484,42.42739933934796,822.3744509502592,0.7421889652750319,0.2379175916474656,540401938.2529784,746187953.7983764,3.397173294196183,1,25.07086758610997,79.25680954145645,0,880,4.1767425258220525,1,0,83.3017577466532,64.28058062834221,59.5861741987084,1,7.605460935563889,0.9518973581008672,1.1857731888114964,4.101613980100753,3.1346878320628124,92.48250502339975,47.814155706941285,11.781652607496929,746,95,1092,107045,33.22298766483822,0,0
Canada,2000,Biomass,85881.68696763655,37279.46745121544,4672262610.39652,1003736670,156533467034585.12,932990.678987968,64572.13294938092,87832.36933267055,688323.9598505201,415932,1,4362848994.815618,1,11.997011018673302,1596.5909144440316,129.61306860189902,1.0502259024528264,9.561299343183038,44.12684567185357,92.14973171656922,218.66258099150065,0.4942409499964515,0.2150886100152365,475856343.4966565,351150695.02368814,2.6318661505598477,0,2.03843643916094,52.46430363244384,1,674,6.404227502948599,1,0,97.88072371382118,51.435466805801134,76.27096861519288,1,4.597815322254242,2.1778333068353506,8.091111746361934,9.237766715687869,3.9207910621041897,60.02268758337495,11.21830354105443,39.63874902832255,926,93,3507,299605,42.44724570039148,0,1
Germany,2006,Biomass,30147.31627929093,1644.929847624475,2806312879.006185,327193207,93448523697197.72,807298.1480034243,78218.9605581444,52169.26690895319,455022.294994585,912767,0,1043010012.7183492,1,-3.6894219300535793,1684.8683040961396,124.9086127977384,8.094837007213783,60.54901388988782,99.40979597025012,75.47674042857454,998.1467971514028,0.6500693655662244,0.2070917121427109,681944369.5177813,890653558.1789643,8.574406046735852,1,83.11222546169172,97.26285636249256,0,619,1.7635524752073497,0,1,36.31680916022961,79.02770979761668,1.4421755897859323,1,5.3792162087547535,9.891999707481627,8.89730544696414,5.490018355974192,8.568250518722348,84.55792935186588,33.05408770569929,16.926609150312544,246,36,5972,553868,8.885230442909354,0,0
India,2010,Geothermal,25003.91882937359,32123.92978729931,9172897199.999096,549864810,58272279782775.086,985024.7409151674,78184.5384500658,37451.71900689747,607574.976963287,534125,1,1052198916.8114356,1,17.114309341281007,2249.501846573095,257.2800829379472,13.046929188806754,9.780785442306296,29.66156318166492,40.6619883793766,174.30560013338692,0.5980582038504716,0.1140829441614968,58517312.03813812,200177283.8861716,2.951552007880051,1,85.254172964121,47.36389406002374,0,538,5.621849043174621,1,0,19.165558650973303,39.46197900354932,81.98493007084892,0,1.201328119999272,8.139652899857403,9.701516766116027,7.796651902315771,1.096432898095201,56.19016878990342,10.21029422013382,49.00335726166686,280,47,1376,785875,82.98370100618546,0,0
Japan,2005,Hydro,68420.00434860334,35759.088995310674,5193012971.060051,1288507112,110177083197447.05,383902.6738871471,35940.50887305801,21182.64151736851,773969.703542107,358334,0,2631252177.529421,1,9.059409847168611,591.9077640193425,298.09332940762704,6.464591885357739,54.55412127170906,6.891682543087462,7.207160352903985,572.0119242273502,0.7033240778908822,0.1430075985318613,64395237.79169662,669613009.5066146,1.7743757036460373,1,98.11877921621335,33.5991359259052,0,822,8.787044489259333,1,1,56.742327954718505,36.60239169373507,18.32632224214425,0,0.0961479568434087,5.129420671767066,0.0634282135458741,3.964575671201589,7.751543940854853,39.00543220634481,26.720995800115578,76.63183290985094,699,24,6526,891812,99.13805627021144,0,0
China,2006,Biomass,38987.0646105216,32238.71523137408,5871887758.851171,365755537,65763806577392.55,157441.82691678617,72404.96744932879,58674.0169181842,257753.74011157695,947655,1,4320273953.637474,1,7.593284141954658,576.9192515599033,179.30697300278104,11.61560828337942,10.087232821381845,87.6805869477368,96.2574883118622,52.58965839724969,0.3617354126519658,0.1817749193130079,336343317.3544424,361824766.4291612,3.329175809445481,1,7.183068132369874,0.401211665236878,1,905,1.0832736538617391,0,1,85.50596453824215,42.86341346868614,55.20781478838055,1,2.9788368926118225,8.14577999463892,3.6234926868778974,1.052944770804224,8.580316298018701,86.39333225063488,54.62297053619521,46.53893251993604,218,11,251,2404,88.65454001830172,1,1
Germany,2014,Biomass,46116.63711430012,23067.29957182033,7600760603.718127,534588549,39874993000480.086,813370.4662247106,68206.26112122212,88178.48560229393,305914.57131589024,978227,1,4344749838.6634655,1,-4.47098991825198,1626.8412510069113,212.4140762800541,12.236388665009173,39.15277655014204,64.6868038834735,4.619920505850406,113.49450307200884,0.7864892769035876,0.2543152793677753,611364085.7909442,234201423.7671536,0.1872776745678372,1,98.82104991597689,28.50259513990787,1,99,8.303863758039908,1,0,42.72952356328757,61.95628440969772,37.28810268793514,1,2.189049743672649,0.3917567829375534,1.3747617598444897,3.234260520707207,0.4171187733000092,73.93151951541572,31.37220833258375,74.04609301575128,916,27,4709,780895,48.936599724306696,0,0
India,2020,Hydro,4918.402045913983,43729.32278327749,6644683137.928187,1297850385,129487820235371.3,461544.6881918802,39633.7653400891,5176.664558782153,833330.7564438034,13654,0,354518941.1267897,0,10.769282024254691,287.24547113382584,105.25752169674224,12.457372766591032,35.09815450140346,52.0476292291943,23.97958789916328,341.96346170159853,0.360789980870327,0.1301178990411552,334699136.4367191,56954315.49599005,9.687639628729825,1,94.52424962679268,26.90166151386766,0,329,1.666594326592511,1,0,81.50037908288688,67.04936401781138,69.29437136127802,1,1.9324899850340092,1.9828676079006669,6.7389252271250175,4.435070473637572,4.674333735268268,16.648889814003976,22.46014911021465,3.783170249817136,493,84,3230,829999,27.472319336414078,0,1
Canada,2010,Hydro,88375.0817467687,30413.68246442604,5216569249.393313,263742012,113323061807454.84,457075.347094866,17059.861091740615,26242.01377752567,616291.5272085675,675909,1,8677511880.150637,0,9.541006774875491,2507.914040202319,119.08979661517117,13.77954451131448,75.59959220045127,56.44776097111611,0.2363856117143736,326.7502286838527,0.9428712594488676,0.435243524575572,130374000.63014828,462918806.2170717,3.323229783658995,0,3.0723176340472724,10.855044741154964,0,658,3.4342567654223464,0,0,91.80366902651528,8.394002862966554,33.48215617503715,1,3.1960545631243886,3.753599460964705,7.798838391925398,7.110319857833987,7.540270395656837,19.20426477724091,32.0896241443969,71.48708088701224,825,30,5211,164251,86.37402756086969,1,0
China,2020,Biomass,42434.60544622182,6656.577115996035,9568200343.78273,57893547,42700913660750.88,306239.6517811729,90466.89424700978,1057.913175508398,863610.481309527,921854,0,4087512603.4394655,0,24.035070059989188,194.11294676217983,224.70753441348307,4.275132891996684,89.83021944576927,61.8785925698712,67.41736391344706,56.73399669985369,0.1626613249850815,0.2361575417651361,441674023.6661016,51158675.36934655,5.141004967190913,0,59.02850126283866,56.82103777234325,1,556,9.102324862453344,1,0,73.4466471079386,53.13369210137539,35.8652567520126,1,8.756878601318077,0.875862022069448,3.986191289799428,4.390385916629507,2.9229673087322605,44.129032678467794,84.81758519000337,54.27413507065027,340,74,630,336011,64.1160456713887,0,1
Brazil,2022,Biomass,82455.28144815887,30598.89877799397,1393764777.011333,330880222,113920614228342.16,596319.078289019,77102.39663730639,50668.75902348137,684604.9056623335,888641,0,6596681759.927708,1,0.7776240130651004,121.67291795838786,275.7093177242043,0.7431359144357874,14.842531145877413,94.07543171851266,1.9811190064017992,396.18696345154143,0.4528926566713812,0.4860857605257596,526090621.9824343,332048344.33807534,8.290313801788294,0,63.12734163104541,91.90201608655964,1,218,4.065181100329856,0,0,28.63073513265388,21.402175124930835,97.18778036118977,1,6.47945212089032,1.3699703183319667,6.986135185547255,1.0528616353721076,2.3515989731879747,71.5418240254847,62.37733868772254,98.75841512826078,279,57,6353,212310,86.34898522904622,1,0
USA,2007,Hydro,35376.5594335017,19000.264267806844,4910075265.14111,913713160,71163845834277.95,794721.4432165925,10214.930468466528,27004.205121472613,497013.2119775591,702258,1,4567670309.223703,0,-4.196801391484398,2587.7968430052097,258.6953720212515,10.006457931249887,9.090689736149582,83.36961377045505,72.76277374386318,157.8304722848062,0.0616241757191912,0.2470613662849922,389668937.1009644,866670604.2807785,5.567450568655204,0,24.821122438449997,44.772711776067794,0,976,1.899010269918576,0,1,69.74731836841843,50.41436022154213,5.276864960460248,0,1.72871131545575,8.832138120792878,0.1289418046511814,8.753667674206532,7.718591218170808,50.07180132259901,41.9268196595395,58.70981138247874,151,63,5477,42710,94.69695177833523,1,0
Russia,2022,Geothermal,38901.99002659169,3240.622912730332,3781992718.4538994,981811193,149943301152797.66,30700.34872373909,67768.50314348021,92977.47286937418,806906.2785672509,580186,1,6426718688.135756,0,32.52473319213413,1480.2487709482148,230.3532535391614,11.04452856538639,11.239705586442897,28.67617258080847,34.06134590383251,28.25426078036019,0.0946955822873052,0.195859211074193,818628483.1587915,552729130.7575167,5.81410599786171,0,42.059473437472775,14.187009446915376,0,830,7.940135172730045,0,1,90.38291134332904,44.16633745235687,26.031953216643235,1,1.3427175291814208,0.2079682553324513,1.7797352369719543,8.237209266589314,7.9505576337399555,59.1556766872141,79.91560647121007,48.24635665135138,46,38,9173,522451,78.28843853006055,1,1
Canada,2018,Solar,24806.61550537197,45659.36597139563,4392124429.934978,1146813247,142619635115854.8,887157.4854313071,75718.08605535963,85913.74163132596,335506.6270038643,180932,1,5418403758.532208,1,-7.862884330122968,2760.573880349695,202.63132790897424,2.268744745097362,60.70329075153933,28.957379128419426,60.9520998587026,110.66980585897517,0.9005287570349135,0.2513376308177283,885555053.6905222,111659936.80471829,3.153432355288569,0,13.13819189689016,83.90827041221081,0,864,5.644682404234431,0,1,91.89468697292816,63.27470200269778,78.6066167798736,1,5.5943278988966565,2.0284956324191405,2.757188504955045,7.308249282622449,4.682874358869395,19.20705510607903,36.6242246386858,77.91782906133862,11,74,6728,982619,88.71594142077977,1,0
Australia,2003,Biomass,77408.69725254248,33998.346024048886,508485057.5648381,461294907,3414754119548.471,274168.13880255946,54609.55780170827,49703.50312113111,934187.93359476,543604,1,764445132.6092063,0,38.980908444990334,595.4258573256934,289.69985072754986,0.8623593019544257,91.86876568316008,57.38863825071555,28.166064000479352,386.3826784133974,0.3977088207715696,0.3022848046995748,930952960.2452934,150774632.8897395,9.33474515444416,1,43.07193729189965,63.27048072254102,0,175,7.650171062368379,0,0,28.759755559293957,31.785519655163995,82.88367536483649,1,7.754213574014779,5.108699317244714,5.089847806331934,9.1900320852236,8.9555859877843,72.32539486679993,75.1279999021926,37.6548961054548,303,58,8645,940276,4.755630469299099,0,1
Germany,2014,Wind,22671.929352696134,48953.78033116546,2844300691.434759,528983058,184963507057068.1,458940.0180529063,82270.57067984209,22129.581553282336,704846.5771836382,848024,1,3908495425.621533,0,13.291800552510296,402.49639155267766,277.1109645851841,6.516544674354263,0.7282720285477717,65.41679305348234,24.20604431130623,456.8555298166738,0.6571284672822869,0.3540635934449103,948698562.0972886,195350444.9652034,7.871525261870019,1,4.200876937450316,39.09594105155976,0,236,1.7598054863386705,1,1,78.53417380023319,86.8610777813347,44.822586290331856,0,5.499423655325217,8.535263135974395,1.9492148475814488,8.673375596681678,8.730874141664954,99.55758214425774,95.45694154129568,1.373130317742044,20,22,584,93203,35.39381396962232,1,0
Russia,2015,Geothermal,68967.22789788891,8268.128187569531,2856645112.068391,1335815496,38007431239059.63,646336.9839688911,45006.330042518566,97937.8248716684,667813.6576489523,544881,0,2461824776.5341306,1,32.30970660070575,2313.4154831229785,141.77921717901506,12.542571686234806,9.012696954610677,58.2088066409739,41.47507234100083,685.8870158995296,0.544824889912544,0.2311587325165632,154647573.92895395,268952640.25328505,2.7952600260671434,1,26.275726420442258,47.359410277446834,0,95,7.330973568928671,0,1,15.68143419356678,12.813123623102085,83.2872595098949,1,8.081004756665873,8.870975374133906,6.473213323363375,9.739650784114362,0.902179522308124,53.16360462865944,92.70411632232867,82.0523027461418,103,68,7432,948070,1.0238834717084089,1,1
Canada,2015,Biomass,18442.00202000468,25259.15454233273,5482680720.834903,936295119,95544193496111.23,775847.4595581191,97433.19779921613,73323.55359340794,91921.53195714088,446592,1,1997006498.763621,0,-3.9659111923009664,1863.8491818981151,292.80113480180944,1.5291504142447423,89.8064991580756,1.0582532739543349,82.65669862646158,677.8535347980635,0.2146001791765327,0.0577848758970738,92440101.6295931,438662815.9879136,2.7355036176822445,0,83.4536118954842,17.034811871816125,0,253,1.0195406162644094,1,1,91.7064848840622,76.46905427097364,56.21900962143661,1,2.2745273670717503,7.713628047095265,5.9841952983235895,8.748502260113932,9.19451355353721,7.895597047407154,13.538460144252396,49.02417159025496,941,3,456,541551,68.83906736182966,0,0
Australia,2006,Geothermal,37892.93186349756,36216.12024603187,6441563353.2919,1005381161,82825055300950.84,731410.0104418983,4751.899977540952,28175.279560848303,86460.22023019283,802834,0,4493669585.178501,0,0.926004508796133,2001.9792632856863,200.80889670767897,11.19467137665628,68.38662590575895,77.53390121536553,17.64905317788914,327.7814656812009,0.0471286760341979,0.0646708261674333,593216185.7115726,48650103.42800328,1.7980070489620104,1,24.05960434925052,48.33869933729154,1,478,6.16857361405104,0,0,48.610837216044665,19.79300428805091,6.34437317955906,1,1.9180434486238007,7.229494354552578,9.682389182042876,6.254803279773955,2.0671123728519403,54.90720304711533,88.54061721573716,53.180931548834,209,85,6605,509857,60.64952191797303,0,1
Japan,2015,Hydro,30858.221970688155,43877.32518849992,4950015879.870517,1478661845,56321943180333.305,173318.90130476403,63274.4598983327,29665.37739350084,499615.3518411656,307378,1,5821893990.427116,0,8.149675540594313,2155.792936122573,178.75346660827017,0.4203933074572213,43.45255095594075,85.31329998873247,52.52286032277913,632.744966508455,0.867805347814239,0.1968387764583965,674308036.852203,802393466.226986,1.9131284266046544,0,49.50726612952066,65.95843319047987,0,89,3.4243951439861373,1,1,57.07210870778682,32.72812895671349,67.70138101374424,1,9.948949885540925,8.41092554348192,4.247696816543599,9.629869001630622,5.734960473777118,64.9138463626665,58.51389774868076,83.23835337515484,200,64,6456,944872,15.699316471216983,0,1
Canada,2019,Solar,90756.89138174675,37813.53770420916,3624097785.271536,574307198,86523179714294.39,569856.1049547939,39347.14887085494,72293.1117101761,677350.647962057,494200,1,8573392878.477526,0,-1.625174685296933,2871.928634698653,176.2730880965102,9.196723057008793,88.73863499830117,0.4257316183156612,53.62164752987172,145.13968003409153,0.2399377935293668,0.0623161169274676,973503339.1176088,290880132.38449925,5.497283107287792,1,31.02247622819935,52.42606570331218,0,651,5.6099811322927415,1,0,89.20048301520303,98.8966427063253,45.01513885471873,1,9.78650547172369,0.3777099808525641,5.542228894197568,1.4150079810848049,0.0160005649740313,76.13545224221967,3.191611897600599,61.93918381183641,243,22,6924,408505,14.409718731024345,0,1
Russia,2022,Biomass,1209.4858535836872,35349.39097656252,5857536760.488566,1321532708,191471630336759.6,502556.9766221425,53622.40095949664,98515.42214941728,788102.4663861742,636920,0,4617143036.239676,0,9.571309473376864,573.1641502565926,284.2885319805732,2.606223913803122,43.81881216853277,16.431470044739747,21.825841570882165,551.8159314901014,0.0086547309360667,0.2221340138339595,302549881.9369764,731906151.3364416,2.540809775500721,1,18.0313107303412,40.88703808290251,1,449,2.201110057650204,0,1,91.71510236416638,3.651926189343935,17.65471293679166,1,4.226791329300745,8.636205129695599,6.535593449768559,9.674752402222,5.471244805048477,62.496716544335214,53.88491151884035,8.252430892784057,917,30,9943,145637,32.199090812897545,0,0
France,2021,Solar,45519.9114663036,21199.410326637044,4051048589.117096,1250855837,92678611354710.84,675601.6832475826,48544.46947481849,74482.38657328245,700293.7666404458,730227,0,4845486779.312765,1,22.89797149066824,113.81066512743584,138.40004450630255,11.172974114560883,26.86824075520886,11.174841127120215,23.3145800461248,676.6299848625315,0.2572354209897616,0.1220591149958248,581927389.9547479,11236364.36286954,7.136069114746551,0,1.5717441056647186,25.11632813564025,0,21,5.0108991382515935,1,1,19.63625764060778,62.04632129057217,66.84378365379116,1,0.7507195506263653,5.990850556432573,6.105336594978822,5.780167700679511,6.142970790181851,89.14041015635306,18.30644314969484,33.9380940927658,620,72,6617,903076,46.99350657298066,1,0
